0.106439371,0.210988085,0.022873887,-0.322830876,-1.369471316,0.031211407,-0.2640089,-0.013451021,-0.258721551,-0.141468838,-0.075614676,0.766062468,0.352398715,-1.083593789,-0.820535482,1.178479799
-0.70378375,-0.130461711,0.536570396,-0.436809079,-0.572216491,0.171863914,-1.137265594,0.426663746,-0.392866119,-0.116243716,-0.164244894,0.723621419,0.020196209,-0.399706475,0.528278559,1.284079529
-0.664476588,-0.253770037,0.552642699,-0.490818888,-0.886423553,-0.054204373,1.150238478,-0.236338093,-0.275565983,0.775100621,-0.421354872,0.344754558,-0.405872393,0.183016261,0.124179875,-1.089772476
-1.385680948,0.057153715,0.965318945,-0.187994586,-1.024961538,-0.041183816,-2.229133216,-0.472044343,-0.578889936,-0.252485385,-0.294579334,-0.242017685,-0.099883345,0.443161476,-0.595072779,-4.524943094
-1.232017773,0.031589202,0.889665209,-0.302101268,0.459467573,0.256185031,-1.057225569,-0.74345554,-0.62280834,1.538644464,-0.732561449,-0.421027671,-0.764243912,0.123905831,-0.305873367,-3.844541765
-1.455530459,-0.121117346,0.653350469,-0.36797666,-0.873148743,0.098626331,1.050179057,-0.73716367,-0.462424414,0.80268355,-0.347640686,-0.09042896,-0.66239322,0.207036712,-0.282663369,-2.294459442
-1.059514428,-0.128321449,0.38851046,-0.457680281,0.192414877,-0.083893899,-0.805360668,-0.655358547,-0.574550072,-0.088820937,-0.08835623,-0.396788958,-0.806711523,0.136216122,-0.501608063,-0.560610618
-0.504963756,-0.274872328,0.303967324,-0.362001163,-0.533849405,-0.225307208,-1.124972971,-0.649203193,-0.710768069,-1.379765617,-0.110943784,0.055864008,-0.430409154,-0.945718555,-1.013382125,0.884070759
0.62610356,-0.132010213,0.331896733,-0.715175867,-1.53258477,-0.48494825,-3.76566313,-0.718404327,-0.442288811,-1.512542462,0.023219349,-0.403731424,-0.383376606,-0.70096567,-0.619196846,0.878577896
0.721337082,-0.299246978,0.20710376,-0.496799424,-1.133394176,0.188488536,1.195144052,-0.831480706,-0.687288065,-0.999925326,-0.303178192,-0.141031529,-0.367356407,0.454051369,-0.700396098,0.939247215
-0.678219014,-0.332355135,0.171169819,-0.484854125,-1.047292138,-0.316777964,-1.652262198,-0.730960827,-0.880218865,-0.720166753,-0.515373574,-0.190340926,-0.281936821,0.415138624,-0.540765587,-0.151697553
-0.499635755,-0.233060267,0.247415506,-0.241822695,0.143685824,-0.648673199,-1.410063336,-0.480112562,-0.504579661,-0.378955073,-0.347796694,-0.318487498,-0.594314469,0.638623725,-0.471411272,-0.386111507
0.205067293,-0.388151576,0.258595273,-1.688761158,-0.570481263,0.117880678,-0.440574078,-0.743607072,-0.788943207,-0.191239101,-0.137322103,-0.365015163,-0.369274696,-0.240527047,-0.332602803,-0.12900867
0.108038932,-0.386538266,0.287021975,0.767162216,-0.650869712,0.127716748,-1.369970156,-0.837565938,-0.531959306,-0.40920715,-0.628734304,-0.446778779,-0.295225097,-1.108947953,-0.739161495,-0.445581976
